,detector,text_id,score,mutation,mutation_name
106,GPT2Detector,quil_p_14,0.0178587436676025,quil,Quillbot paraphrase
107,GPT2Detector,quil_p_15,0.0001730322837829,quil,Quillbot paraphrase
108,GPT2Detector,quil_p_19,0.0003994107246398,quil,Quillbot paraphrase
109,GPT2Detector,quil_p_18,0.002692699432373,quil,Quillbot paraphrase
110,GPT2Detector,quil_p_16,0.0002036690711975,quil,Quillbot paraphrase
111,GPT2Detector,quil_p_17,0.0008050799369812,quil,Quillbot paraphrase
112,GPT2Detector,quil_p_2,0.5467004776000977,quil,Quillbot paraphrase
113,GPT2Detector,quil_p_4,0.6414611339569092,quil,Quillbot paraphrase
114,GPT2Detector,quil_p_3,0.0001783967018127,quil,Quillbot paraphrase
115,GPT2Detector,quil_p_8,0.025646686553955,quil,Quillbot paraphrase
116,GPT2Detector,quil_p_9,0.0002040266990661,quil,Quillbot paraphrase
117,GPT2Detector,quil_p_5,0.0515152215957641,quil,Quillbot paraphrase
118,GPT2Detector,quil_p_7,0.992929995059967,quil,Quillbot paraphrase
119,GPT2Detector,quil_p_6,0.0010496973991394,quil,Quillbot paraphrase
120,Radar,def_p_11,0.9702361822128296,def,Baseline
121,Radar,def_p_14,0.8496955633163452,def,Baseline
122,Radar,def_p_13,0.9770394563674928,def,Baseline
123,Radar,def_p_0,0.9429534077644348,def,Baseline
124,Radar,def_p_10,0.9740819334983826,def,Baseline
125,Radar,def_p_1,0.9736166000366212,def,Baseline
126,Radar,def_p_15,0.8277077078819275,def,Baseline
127,Radar,def_p_17,0.978737473487854,def,Baseline
128,Radar,def_p_12,0.9399216175079346,def,Baseline
129,Radar,def_p_16,0.9837870001792908,def,Baseline
130,Radar,def_p_3,0.9530547857284546,def,Baseline
131,Radar,def_p_18,0.8588223457336426,def,Baseline
132,Radar,def_p_7,0.96479332447052,def,Baseline
133,Radar,def_p_8,0.9801931977272034,def,Baseline
134,Radar,def_p_6,0.9721335172653198,def,Baseline
135,Radar,def_p_2,0.9882987141609192,def,Baseline
136,Radar,def_p_5,0.98381108045578,def,Baseline
137,Radar,def_p_4,0.8647840023040771,def,Baseline
138,Radar,def_p_19,0.954501450061798,def,Baseline
139,Radar,def_p_9,0.9856060743331908,def,Baseline
140,Radar,par_p_0,0.5150655508041382,par,Basic paraphrase(Parrot library)
141,Radar,par_p_11,0.8661618828773499,par,Basic paraphrase(Parrot library)
142,Radar,par_p_10,0.2546177804470062,par,Basic paraphrase(Parrot library)
143,Radar,par_p_1,0.8857256174087524,par,Basic paraphrase(Parrot library)
144,Radar,par_p_12,0.5452251434326172,par,Basic paraphrase(Parrot library)
145,Radar,par_p_15,0.2424802333116531,par,Basic paraphrase(Parrot library)
146,Radar,par_p_14,0.713643491268158,par,Basic paraphrase(Parrot library)
147,Radar,par_p_13,0.7942737340927124,par,Basic paraphrase(Parrot library)
148,Radar,par_p_16,0.8962952494621277,par,Basic paraphrase(Parrot library)
149,Radar,par_p_17,0.7795990705490112,par,Basic paraphrase(Parrot library)
150,Radar,par_p_6,0.777111291885376,par,Basic paraphrase(Parrot library)
151,Radar,par_p_3,0.7154075503349304,par,Basic paraphrase(Parrot library)
152,Radar,par_p_18,0.6155692338943481,par,Basic paraphrase(Parrot library)
153,Radar,par_p_5,0.9728246331214904,par,Basic paraphrase(Parrot library)
154,Radar,par_p_19,0.6519497036933899,par,Basic paraphrase(Parrot library)
155,Radar,par_p_4,0.8467580080032349,par,Basic paraphrase(Parrot library)
156,Radar,par_p_2,0.9620696306228638,par,Basic paraphrase(Parrot library)
157,Radar,par_p_7,0.8205621242523193,par,Basic paraphrase(Parrot library)
158,Radar,par_p_8,0.8048785924911499,par,Basic paraphrase(Parrot library)
159,Radar,par_p_9,0.9570351243019104,par,Basic paraphrase(Parrot library)
160,Radar,quil_p_11,0.8720871210098267,quil,Quillbot paraphrase
161,Radar,quil_p_10,0.7625765204429626,quil,Quillbot paraphrase
162,Radar,quil_p_13,0.6029938459396362,quil,Quillbot paraphrase
163,Radar,quil_p_1,0.6429058313369751,quil,Quillbot paraphrase
164,Radar,quil_p_14,0.4797238409519195,quil,Quillbot paraphrase
165,Radar,quil_p_0,0.4349741339683532,quil,Quillbot paraphrase
166,Radar,quil_p_12,0.5671300292015076,quil,Quillbot paraphrase
167,Radar,quil_p_15,0.2748667299747467,quil,Quillbot paraphrase
168,Radar,quil_p_16,0.847193717956543,quil,Quillbot paraphrase
169,Radar,quil_p_17,0.7311354875564575,quil,Quillbot paraphrase
170,Radar,quil_p_18,0.4353213608264923,quil,Quillbot paraphrase
171,Radar,quil_p_19,0.6706023216247559,quil,Quillbot paraphrase
172,Radar,quil_p_4,0.5122271776199341,quil,Quillbot paraphrase
173,Radar,quil_p_2,0.930232584476471,quil,Quillbot paraphrase
174,Radar,quil_p_6,0.7210677862167358,quil,Quillbot paraphrase
175,Radar,quil_p_3,0.8580984473228455,quil,Quillbot paraphrase
176,Radar,quil_p_5,0.9023685455322266,quil,Quillbot paraphrase
177,Radar,quil_p_7,0.8175307512283325,quil,Quillbot paraphrase
178,Radar,quil_p_8,0.9048402309417723,quil,Quillbot paraphrase
179,Radar,quil_p_9,0.5409331321716309,quil,Quillbot paraphrase
180,CopyLeaks,def_p_10,1.0,def,Baseline
181,CopyLeaks,def_p_16,1.0,def,Baseline
182,CopyLeaks,def_p_12,1.0,def,Baseline
183,CopyLeaks,def_p_1,1.0,def,Baseline
184,CopyLeaks,def_p_14,1.0,def,Baseline
185,CopyLeaks,def_p_17,1.0,def,Baseline
186,CopyLeaks,def_p_13,1.0,def,Baseline
187,CopyLeaks,def_p_0,1.0,def,Baseline
188,CopyLeaks,def_p_11,1.0,def,Baseline
189,CopyLeaks,def_p_15,1.0,def,Baseline
190,CopyLeaks,def_p_7,1.0,def,Baseline
191,CopyLeaks,def_p_3,1.0,def,Baseline
192,CopyLeaks,def_p_18,1.0,def,Baseline
193,CopyLeaks,def_p_5,1.0,def,Baseline
194,CopyLeaks,def_p_6,1.0,def,Baseline
195,CopyLeaks,def_p_19,1.0,def,Baseline
196,CopyLeaks,def_p_9,1.0,def,Baseline
197,CopyLeaks,def_p_4,1.0,def,Baseline
198,CopyLeaks,def_p_2,1.0,def,Baseline
199,CopyLeaks,def_p_8,1.0,def,Baseline
200,CopyLeaks,par_p_0,1.0,par,Basic paraphrase(Parrot library)
201,CopyLeaks,par_p_10,1.0,par,Basic paraphrase(Parrot library)
202,CopyLeaks,par_p_15,1.0,par,Basic paraphrase(Parrot library)
203,CopyLeaks,par_p_13,1.0,par,Basic paraphrase(Parrot library)
204,CopyLeaks,par_p_11,1.0,par,Basic paraphrase(Parrot library)
205,CopyLeaks,par_p_16,1.0,par,Basic paraphrase(Parrot library)
206,CopyLeaks,par_p_1,1.0,par,Basic paraphrase(Parrot library)
207,CopyLeaks,par_p_17,0.71365637,par,Basic paraphrase(Parrot library)
208,CopyLeaks,par_p_12,1.0,par,Basic paraphrase(Parrot library)
209,CopyLeaks,par_p_19,1.0,par,Basic paraphrase(Parrot library)
210,CopyLeaks,par_p_2,1.0,par,Basic paraphrase(Parrot library)
211,CopyLeaks,par_p_3,1.0,par,Basic paraphrase(Parrot library)
212,CopyLeaks,par_p_5,1.0,par,Basic paraphrase(Parrot library)
213,CopyLeaks,par_p_4,1.0,par,Basic paraphrase(Parrot library)
214,CopyLeaks,par_p_6,1.0,par,Basic paraphrase(Parrot library)
215,CopyLeaks,par_p_9,1.0,par,Basic paraphrase(Parrot library)
216,CopyLeaks,quil_p_1,1.0,quil,Quillbot paraphrase
217,CopyLeaks,par_p_7,0.79464287,par,Basic paraphrase(Parrot library)
218,CopyLeaks,quil_p_0,1.0,quil,Quillbot paraphrase
219,CopyLeaks,par_p_8,1.0,par,Basic paraphrase(Parrot library)
220,CopyLeaks,quil_p_11,1.0,quil,Quillbot paraphrase
221,CopyLeaks,quil_p_10,1.0,quil,Quillbot paraphrase
222,CopyLeaks,quil_p_13,1.0,quil,Quillbot paraphrase
223,CopyLeaks,par_p_18,0.8018868,par,Basic paraphrase(Parrot library)
224,CopyLeaks,quil_p_12,1.0,quil,Quillbot paraphrase
225,CopyLeaks,quil_p_16,1.0,quil,Quillbot paraphrase
226,CopyLeaks,quil_p_14,1.0,quil,Quillbot paraphrase
227,CopyLeaks,quil_p_18,0.7995546,quil,Quillbot paraphrase
228,CopyLeaks,quil_p_19,1.0,quil,Quillbot paraphrase
229,CopyLeaks,quil_p_15,0.6888412,quil,Quillbot paraphrase
230,CopyLeaks,par_p_14,0.38148984,par,Basic paraphrase(Parrot library)
231,CopyLeaks,quil_p_17,0.7245119,quil,Quillbot paraphrase
232,CopyLeaks,quil_p_4,0.76119405,quil,Quillbot paraphrase
233,CopyLeaks,quil_p_6,1.0,quil,Quillbot paraphrase
234,CopyLeaks,quil_p_5,1.0,quil,Quillbot paraphrase
235,CopyLeaks,quil_p_9,1.0,quil,Quillbot paraphrase
236,CopyLeaks,quil_p_8,0.59342915,quil,Quillbot paraphrase
237,CopyLeaks,quil_p_7,1.0,quil,Quillbot paraphrase
238,CopyLeaks,quil_p_2,0.7823409,quil,Quillbot paraphrase
239,CopyLeaks,quil_p_3,0.7364017,quil,Quillbot paraphrase
