,detector,text_id,score,mutation,mutation_name
82,GPTZero,def_p_1,0.9109374343376851,def,Baseline
83,GPTZero,cyr_p_9,0.8223915592028135,cyr,Cyrillic-Full
84,GPTZero,def_p_13,0.982932157729323,def,Baseline
85,GPTZero,def_p_14,0.9825825322814176,def,Baseline
86,GPTZero,def_p_16,0.915630600561598,def,Baseline
87,GPTZero,def_p_17,0.9080513058259928,def,Baseline
88,GPTZero,def_p_15,0.9977775103937532,def,Baseline
89,GPTZero,def_p_10,0.9973955738343496,def,Baseline
90,GPTZero,def_p_18,0.982932157729323,def,Baseline
91,GPTZero,def_p_19,0.982932157729323,def,Baseline
92,GPTZero,def_p_4,0.9973955738343496,def,Baseline
93,GPTZero,def_p_3,0.9977558223168834,def,Baseline
94,GPTZero,def_p_5,0.9977558223168834,def,Baseline
95,GPTZero,def_p_6,0.9977558223168834,def,Baseline
96,GPTZero,def_p_8,0.982932157729323,def,Baseline
97,GPTZero,def_p_7,0.9977558223168834,def,Baseline
98,GPTZero,def_p_2,1.0,def,Baseline
99,GPTZero,gre_p_0,0.9977558223168834,gre,Greek
100,GPTZero,gre_p_10,0.9973955738343496,gre,Greek
101,GPTZero,def_p_9,0.9977558223168834,def,Baseline
102,GPTZero,gre_p_1,0.9109374343376851,gre,Greek
103,GPTZero,gre_p_12,0.8235569534490451,gre,Greek
104,GPTZero,gre_p_11,0.9977558223168834,gre,Greek
105,GPTZero,gre_p_13,0.982932157729323,gre,Greek
106,GPTZero,gre_p_14,0.9825825322814176,gre,Greek
107,GPTZero,gre_p_15,0.9977775103937532,gre,Greek
108,GPTZero,gre_p_16,0.915630600561598,gre,Greek
109,GPTZero,gre_p_17,0.9080513058259928,gre,Greek
110,GPTZero,gre_p_2,1.0,gre,Greek
111,GPTZero,gre_p_18,0.982932157729323,gre,Greek
112,GPTZero,gre_p_3,0.9977558223168834,gre,Greek
113,GPTZero,gre_p_19,0.982932157729323,gre,Greek
114,GPTZero,gre_p_4,0.9973955738343496,gre,Greek
115,GPTZero,gre_p_5,0.9977558223168834,gre,Greek
116,GPTZero,gre_p_8,0.982932157729323,gre,Greek
117,GPTZero,gre_p_7,0.9977558223168834,gre,Greek
118,GPTZero,inv_p_10,0.9973955738343496,inv,Invisible
119,GPTZero,inv_p_0,0.9977558223168834,inv,Invisible
120,GPTZero,inv_p_11,0.9977558223168834,inv,Invisible
121,GPTZero,gre_p_6,0.9977558223168834,gre,Greek
122,GPTZero,inv_p_12,0.8235569534490451,inv,Invisible
123,GPTZero,inv_p_1,0.9109374343376851,inv,Invisible
124,GPTZero,inv_p_14,0.9825825322814176,inv,Invisible
125,GPTZero,gre_p_9,0.9977558223168834,gre,Greek
126,GPTZero,inv_p_13,0.982932157729323,inv,Invisible
127,GPTZero,inv_p_17,0.9080513058259928,inv,Invisible
128,GPTZero,inv_p_15,0.9977775103937532,inv,Invisible
129,GPTZero,inv_p_19,0.982932157729323,inv,Invisible
130,GPTZero,inv_p_16,0.915630600561598,inv,Invisible
131,GPTZero,inv_p_18,0.982932157729323,inv,Invisible
132,GPTZero,inv_p_3,0.9977558223168834,inv,Invisible
133,GPTZero,inv_p_6,0.9977558223168834,inv,Invisible
134,GPTZero,inv_p_4,0.9973955738343496,inv,Invisible
135,GPTZero,inv_p_2,1.0,inv,Invisible
136,GPTZero,inv_p_5,0.9977558223168834,inv,Invisible
137,GPTZero,inv_p_7,0.9977558223168834,inv,Invisible
138,GPTZero,inv_p_8,0.982932157729323,inv,Invisible
139,GPTZero,l-i_p_0,0.7612778148600914,l-i,L-I
140,GPTZero,l-i_p_1,0.8288928167075286,l-i,L-I
141,GPTZero,l-i_p_10,0.982932157729323,l-i,L-I
142,GPTZero,l-i_p_13,0.7383423092079339,l-i,L-I
143,GPTZero,l-i_p_11,0.9973955738343496,l-i,L-I
144,GPTZero,inv_p_9,0.9977558223168834,inv,Invisible
145,GPTZero,l-i_p_15,0.5911894273127754,l-i,L-I
146,GPTZero,l-i_p_12,0.6683513483602022,l-i,L-I
147,GPTZero,l-i_p_16,0.9106245014028448,l-i,L-I
148,GPTZero,l-i_p_14,0.7002754949298449,l-i,L-I
149,GPTZero,l-i_p_18,0.9104753354570072,l-i,L-I
150,GPTZero,l-i_p_19,0.7589185649704708,l-i,L-I
151,GPTZero,l-i_p_17,0.8223915592028135,l-i,L-I
152,GPTZero,l-i_p_3,0.777828259881872,l-i,L-I
153,GPTZero,l-i_p_4,0.7785955838472249,l-i,L-I
154,GPTZero,l-i_p_5,0.8223915592028135,l-i,L-I
155,GPTZero,l-i_p_2,0.7589185649704708,l-i,L-I
156,GPTZero,l-i_p_7,0.7727242480039814,l-i,L-I
157,GPTZero,l-i_p_6,0.8223915592028135,l-i,L-I
158,GPTZero,l-i_p_8,0.6375545851528385,l-i,L-I
159,GPTZero,l-i_p_9,0.8223915592028135,l-i,L-I
160,GPTZero,maj_p_0,0.7612778148600914,maj,19-char
161,GPTZero,maj_p_10,0.982932157729323,maj,19-char
162,GPTZero,maj_p_11,0.9973955738343496,maj,19-char
163,GPTZero,maj_p_1,0.8288928167075286,maj,19-char
164,GPTZero,maj_p_14,0.7002754949298449,maj,19-char
165,GPTZero,maj_p_12,0.6683513483602022,maj,19-char
166,GPTZero,maj_p_15,0.5911894273127754,maj,19-char
167,GPTZero,maj_p_16,0.9106245014028448,maj,19-char
168,GPTZero,maj_p_13,0.7383423092079339,maj,19-char
169,GPTZero,maj_p_17,0.8223915592028135,maj,19-char
170,GPTZero,maj_p_18,0.9104753354570072,maj,19-char
171,GPTZero,maj_p_19,0.7589185649704708,maj,19-char
172,GPTZero,maj_p_2,0.7589185649704708,maj,19-char
173,GPTZero,maj_p_3,0.777828259881872,maj,19-char
174,GPTZero,maj_p_7,0.7727242480039814,maj,19-char
175,GPTZero,maj_p_6,0.8223915592028135,maj,19-char
176,GPTZero,maj_p_4,0.7785955838472249,maj,19-char
177,GPTZero,maj_p_8,0.6375545851528385,maj,19-char
178,GPTZero,maj_p_5,0.8223915592028135,maj,19-char
179,GPTZero,maj_p_9,0.8223915592028135,maj,19-char
180,GPTZero,punc_p_1,0.9109374343376851,punc,Punctuation
181,GPTZero,punc_p_12,0.8235569534490451,punc,Punctuation
182,GPTZero,punc_p_10,0.9973955738343496,punc,Punctuation
183,GPTZero,punc_p_14,0.9825825322814176,punc,Punctuation
184,GPTZero,punc_p_0,0.9977558223168834,punc,Punctuation
185,GPTZero,punc_p_17,0.9080513058259928,punc,Punctuation
186,GPTZero,punc_p_11,0.9977558223168834,punc,Punctuation
187,GPTZero,punc_p_15,0.9977775103937532,punc,Punctuation
188,GPTZero,punc_p_18,0.982932157729323,punc,Punctuation
189,GPTZero,punc_p_16,0.915630600561598,punc,Punctuation
190,GPTZero,punc_p_2,1.0,punc,Punctuation
191,GPTZero,punc_p_3,0.9977558223168834,punc,Punctuation
192,GPTZero,punc_p_19,0.982932157729323,punc,Punctuation
193,GPTZero,punc_p_13,0.982932157729323,punc,Punctuation
194,GPTZero,punc_p_4,0.9973955738343496,punc,Punctuation
195,GPTZero,punc_p_6,0.9977558223168834,punc,Punctuation
196,GPTZero,punc_p_7,0.9977558223168834,punc,Punctuation
197,GPTZero,punc_p_5,0.9977558223168834,punc,Punctuation
198,GPTZero,var_p_0,0.9977558223168834,var,Various
199,GPTZero,punc_p_8,0.982932157729323,punc,Punctuation
200,GPTZero,punc_p_9,0.9977558223168834,punc,Punctuation
201,GPTZero,var_p_10,0.9973955738343496,var,Various
202,GPTZero,var_p_1,0.9109374343376851,var,Various
203,GPTZero,var_p_11,0.9977558223168834,var,Various
204,GPTZero,var_p_13,0.982932157729323,var,Various
205,GPTZero,var_p_14,0.9825825322814176,var,Various
206,GPTZero,var_p_12,0.8235569534490451,var,Various
207,GPTZero,var_p_15,0.9977775103937532,var,Various
208,GPTZero,var_p_16,0.915630600561598,var,Various
209,GPTZero,var_p_18,0.982932157729323,var,Various
210,GPTZero,var_p_17,0.9080513058259928,var,Various
211,GPTZero,var_p_19,0.982932157729323,var,Various
212,GPTZero,var_p_3,0.9977558223168834,var,Various
213,GPTZero,var_p_5,0.9977558223168834,var,Various
214,GPTZero,var_p_6,0.9977558223168834,var,Various
215,GPTZero,var_p_4,0.9973955738343496,var,Various
216,GPTZero,var_p_8,0.982932157729323,var,Various
217,GPTZero,var_p_9,0.9977558223168834,var,Various
218,GPTZero,var_p_2,1.0,var,Various
219,GPTZero,var_p_7,0.9977558223168834,var,Various
220,GPT2Detector,arm_p_14,0.2597984075546264,arm,Armenian
221,GPT2Detector,arm_p_17,0.4928930401802063,arm,Armenian
222,GPT2Detector,arm_p_12,0.0045612454414367,arm,Armenian
223,GPT2Detector,arm_p_11,0.8409231901168823,arm,Armenian
224,GPT2Detector,arm_p_15,0.1068167686462402,arm,Armenian
225,GPT2Detector,arm_p_16,0.3404582738876343,arm,Armenian
226,GPT2Detector,arm_p_0,0.1497890353202819,arm,Armenian
227,GPT2Detector,arm_p_1,0.0660662651062011,arm,Armenian
228,GPT2Detector,arm_p_10,0.7101655602455139,arm,Armenian
229,GPT2Detector,arm_p_13,0.1390184164047241,arm,Armenian
230,GPT2Detector,arm_p_18,0.6651158928871155,arm,Armenian
231,GPT2Detector,arm_p_2,0.0516334772109985,arm,Armenian
232,GPT2Detector,arm_p_19,0.48312908411026,arm,Armenian
233,GPT2Detector,arm_p_3,0.7017213106155396,arm,Armenian
234,GPT2Detector,arm_p_7,0.9029204845428468,arm,Armenian
235,GPT2Detector,arm_p_6,0.2422890663146972,arm,Armenian
236,GPT2Detector,arm_p_5,0.1727190613746643,arm,Armenian
237,GPT2Detector,arm_p_4,0.058689534664154,arm,Armenian
238,GPT2Detector,arm_p_8,0.0101497173309326,arm,Armenian
239,GPT2Detector,arm_p_9,0.4084026217460632,arm,Armenian
240,GPT2Detector,comb_p_0,0.9868619441986084,comb,Combined
241,GPT2Detector,comb_p_1,0.986049473285675,comb,Combined
242,GPT2Detector,comb_p_10,0.939709484577179,comb,Combined
243,GPT2Detector,comb_p_11,0.920155942440033,comb,Combined
244,GPT2Detector,comb_p_12,0.9986445307731628,comb,Combined
245,GPT2Detector,comb_p_13,0.9835188388824464,comb,Combined
246,GPT2Detector,comb_p_14,0.9460895657539368,comb,Combined
247,GPT2Detector,comb_p_16,0.999125063419342,comb,Combined
248,GPT2Detector,comb_p_15,0.9694520235061646,comb,Combined
249,GPT2Detector,comb_p_17,0.9897041916847228,comb,Combined
250,GPT2Detector,comb_p_18,0.9910395741462708,comb,Combined
251,GPT2Detector,comb_p_2,0.9974307417869568,comb,Combined
252,GPT2Detector,comb_p_19,0.9845930933952332,comb,Combined
253,GPT2Detector,comb_p_3,0.9937093257904052,comb,Combined
254,GPT2Detector,comb_p_5,0.9983798265457152,comb,Combined
255,GPT2Detector,comb_p_6,0.983096718788147,comb,Combined
256,GPT2Detector,comb_p_4,0.6936129331588745,comb,Combined
257,GPT2Detector,comb_p_8,0.7370294332504272,comb,Combined
258,GPT2Detector,comb_p_9,0.9934930205345154,comb,Combined
259,GPT2Detector,comb_p_7,0.9961118102073668,comb,Combined
260,GPT2Detector,cyrsm_p_0,0.0027957558631896,cyrsm,Cyrillic-Simple
261,GPT2Detector,cyrsm_p_1,0.0042166709899902,cyrsm,Cyrillic-Simple
262,GPT2Detector,cyrsm_p_10,0.0044693350791931,cyrsm,Cyrillic-Simple
263,GPT2Detector,cyrsm_p_11,0.0005985498428344,cyrsm,Cyrillic-Simple
264,GPT2Detector,cyrsm_p_14,0.0037497878074645,cyrsm,Cyrillic-Simple
265,GPT2Detector,cyrsm_p_13,0.0120628476142883,cyrsm,Cyrillic-Simple
266,GPT2Detector,cyrsm_p_12,0.001491367816925,cyrsm,Cyrillic-Simple
267,GPT2Detector,cyrsm_p_16,0.0026882886886596,cyrsm,Cyrillic-Simple
268,GPT2Detector,cyrsm_p_15,0.0065048336982727,cyrsm,Cyrillic-Simple
269,GPT2Detector,cyrsm_p_17,0.0050199627876281,cyrsm,Cyrillic-Simple
270,GPT2Detector,cyrsm_p_18,0.0007454752922058,cyrsm,Cyrillic-Simple
271,GPT2Detector,cyrsm_p_19,0.0216700434684753,cyrsm,Cyrillic-Simple
272,GPT2Detector,cyrsm_p_2,0.0022967457771301,cyrsm,Cyrillic-Simple
273,GPT2Detector,cyrsm_p_4,0.0010353326797485,cyrsm,Cyrillic-Simple
274,GPT2Detector,cyrsm_p_3,0.0005455613136291,cyrsm,Cyrillic-Simple
275,GPT2Detector,cyrsm_p_5,0.007480502128601,cyrsm,Cyrillic-Simple
276,GPT2Detector,cyrsm_p_6,0.0003360509872436,cyrsm,Cyrillic-Simple
277,GPT2Detector,cyrsm_p_7,0.0085134506225585,cyrsm,Cyrillic-Simple
278,GPT2Detector,cyrsm_p_8,0.0052649974822998,cyrsm,Cyrillic-Simple
279,GPT2Detector,cyrsm_p_9,0.0189785957336425,cyrsm,Cyrillic-Simple
280,GPT2Detector,cyr_p_0,0.0235238075256347,cyr,Cyrillic-Full
281,GPT2Detector,cyr_p_1,0.040775716304779,cyr,Cyrillic-Full
282,GPT2Detector,cyr_p_10,0.0473074913024902,cyr,Cyrillic-Full
283,GPT2Detector,cyr_p_12,0.0336706042289733,cyr,Cyrillic-Full
284,GPT2Detector,cyr_p_13,0.2131164669990539,cyr,Cyrillic-Full
285,GPT2Detector,cyr_p_11,0.0091143250465393,cyr,Cyrillic-Full
286,GPT2Detector,cyr_p_14,0.0211116671562194,cyr,Cyrillic-Full
287,GPT2Detector,cyr_p_15,0.0445291399955749,cyr,Cyrillic-Full
288,GPT2Detector,cyr_p_18,0.0813549757003784,cyr,Cyrillic-Full
289,GPT2Detector,cyr_p_17,0.0660356879234314,cyr,Cyrillic-Full
290,GPT2Detector,cyr_p_16,0.0085629820823669,cyr,Cyrillic-Full
291,GPT2Detector,cyr_p_19,0.0592973232269287,cyr,Cyrillic-Full
292,GPT2Detector,cyr_p_2,0.0219401717185974,cyr,Cyrillic-Full
293,GPT2Detector,cyr_p_3,0.0286661386489868,cyr,Cyrillic-Full
294,GPT2Detector,cyr_p_8,0.2640534043312073,cyr,Cyrillic-Full
295,GPT2Detector,cyr_p_5,0.1525349020957946,cyr,Cyrillic-Full
296,GPT2Detector,cyr_p_4,0.0362288951873779,cyr,Cyrillic-Full
297,GPT2Detector,cyr_p_6,0.0032151937484741,cyr,Cyrillic-Full
298,GPT2Detector,cyr_p_7,0.1147252917289733,cyr,Cyrillic-Full
299,GPT2Detector,cyr_p_9,0.0160102844238281,cyr,Cyrillic-Full
300,GPT2Detector,def_p_0,0.1835595369338989,def,Baseline
301,GPT2Detector,def_p_1,0.9942811727523804,def,Baseline
302,GPT2Detector,def_p_10,0.9998143315315248,def,Baseline
303,GPT2Detector,def_p_11,0.9997745156288148,def,Baseline
304,GPT2Detector,def_p_12,0.998375415802002,def,Baseline
305,GPT2Detector,def_p_13,0.1921331882476806,def,Baseline
306,GPT2Detector,def_p_15,0.9997645020484924,def,Baseline
307,GPT2Detector,def_p_14,0.999732792377472,def,Baseline
308,GPT2Detector,def_p_16,0.9998179078102112,def,Baseline
309,GPT2Detector,def_p_17,0.9448436498641968,def,Baseline
310,GPT2Detector,def_p_18,0.9587457180023192,def,Baseline
311,GPT2Detector,def_p_19,0.9995480179786682,def,Baseline
312,GPT2Detector,def_p_2,0.9998169541358948,def,Baseline
313,GPT2Detector,def_p_4,0.9998248219490052,def,Baseline
314,GPT2Detector,def_p_3,0.9998185038566588,def,Baseline
315,GPT2Detector,def_p_5,0.9997798800468444,def,Baseline
316,GPT2Detector,def_p_6,0.9998194575309752,def,Baseline
317,GPT2Detector,def_p_7,0.9997557997703552,def,Baseline
318,GPT2Detector,def_p_8,0.9998244643211364,def,Baseline
319,GPT2Detector,gre_p_1,0.4170897006988525,gre,Greek
320,GPT2Detector,def_p_9,0.9998244643211364,def,Baseline
321,GPT2Detector,gre_p_0,0.0073637962341308,gre,Greek
322,GPT2Detector,gre_p_10,0.041175901889801,gre,Greek
323,GPT2Detector,gre_p_11,0.0002059340476989,gre,Greek
324,GPT2Detector,gre_p_12,0.0011606812477111,gre,Greek
325,GPT2Detector,gre_p_13,0.003033697605133,gre,Greek
326,GPT2Detector,gre_p_15,0.0263968110084533,gre,Greek
327,GPT2Detector,gre_p_14,0.0140928030014038,gre,Greek
328,GPT2Detector,gre_p_16,0.4129383563995361,gre,Greek
329,GPT2Detector,gre_p_17,0.0980045795440673,gre,Greek
330,GPT2Detector,gre_p_18,0.1042550206184387,gre,Greek
331,GPT2Detector,gre_p_2,0.0051090717315673,gre,Greek
332,GPT2Detector,gre_p_19,0.122513473033905,gre,Greek
333,GPT2Detector,gre_p_3,0.48094642162323,gre,Greek
334,GPT2Detector,gre_p_4,0.573032796382904,gre,Greek
335,GPT2Detector,gre_p_5,0.0017900466918945,gre,Greek
336,GPT2Detector,gre_p_6,0.0028730034828186,gre,Greek
337,GPT2Detector,gre_p_7,0.0730584263801574,gre,Greek
338,GPT2Detector,gre_p_8,0.0061613917350769,gre,Greek
339,GPT2Detector,gre_p_9,0.0103613138198852,gre,Greek
340,GPT2Detector,inv_p_1,0.9998260140419006,inv,Invisible
341,GPT2Detector,inv_p_0,0.9998233914375304,inv,Invisible
342,GPT2Detector,inv_p_10,0.999826967716217,inv,Invisible
343,GPT2Detector,inv_p_11,0.999811828136444,inv,Invisible
344,GPT2Detector,inv_p_12,0.9998268485069276,inv,Invisible
345,GPT2Detector,inv_p_13,0.999826729297638,inv,Invisible
346,GPT2Detector,inv_p_14,0.9998268485069276,inv,Invisible
347,GPT2Detector,inv_p_15,0.99982351064682,inv,Invisible
348,GPT2Detector,inv_p_16,0.9998273253440856,inv,Invisible
349,GPT2Detector,inv_p_17,0.999826729297638,inv,Invisible
350,GPT2Detector,inv_p_18,0.9998264908790588,inv,Invisible
351,GPT2Detector,inv_p_19,0.999826729297638,inv,Invisible
352,GPT2Detector,inv_p_2,0.999826967716217,inv,Invisible
353,GPT2Detector,inv_p_3,0.9998254179954528,inv,Invisible
354,GPT2Detector,inv_p_4,0.999826729297638,inv,Invisible
355,GPT2Detector,inv_p_5,0.999824583530426,inv,Invisible
356,GPT2Detector,inv_p_6,0.999825656414032,inv,Invisible
357,GPT2Detector,inv_p_9,0.9998273849487304,inv,Invisible
358,GPT2Detector,inv_p_7,0.9998270869255066,inv,Invisible
359,GPT2Detector,l-i_p_0,0.000533640384674,l-i,L-I
360,GPT2Detector,inv_p_8,0.9998273253440856,inv,Invisible
361,GPT2Detector,l-i_p_1,0.000504732131958,l-i,L-I
362,GPT2Detector,l-i_p_11,0.0003081560134887,l-i,L-I
363,GPT2Detector,l-i_p_10,0.0004093050956726,l-i,L-I
364,GPT2Detector,l-i_p_12,0.0004530549049377,l-i,L-I
365,GPT2Detector,l-i_p_13,0.0006178617477416,l-i,L-I
366,GPT2Detector,l-i_p_14,0.0004898309707641,l-i,L-I
367,GPT2Detector,l-i_p_15,0.0003159046173095,l-i,L-I
368,GPT2Detector,l-i_p_17,0.0005009174346923,l-i,L-I
369,GPT2Detector,l-i_p_16,0.0004750490188598,l-i,L-I
370,GPT2Detector,l-i_p_18,0.0005180239677429,l-i,L-I
371,GPT2Detector,l-i_p_2,0.0004881620407104,l-i,L-I
372,GPT2Detector,l-i_p_19,0.0005062818527221,l-i,L-I
373,GPT2Detector,l-i_p_3,0.0005550980567932,l-i,L-I
374,GPT2Detector,l-i_p_4,0.0005702376365661,l-i,L-I
375,GPT2Detector,l-i_p_7,0.0005319714546203,l-i,L-I
376,GPT2Detector,l-i_p_5,0.0003292560577392,l-i,L-I
377,GPT2Detector,l-i_p_6,0.0005112886428833,l-i,L-I
378,GPT2Detector,l-i_p_8,0.0005815029144287,l-i,L-I
379,GPT2Detector,l-i_p_9,0.0005608201026916,l-i,L-I
380,GPT2Detector,maj_p_0,0.0183667540550231,maj,19-char
381,GPT2Detector,maj_p_1,0.1124809980392456,maj,19-char
382,GPT2Detector,maj_p_10,0.0123869180679321,maj,19-char
383,GPT2Detector,maj_p_11,0.0296251773834228,maj,19-char
384,GPT2Detector,maj_p_12,0.1072736978530883,maj,19-char
385,GPT2Detector,maj_p_13,0.0681068301200866,maj,19-char
386,GPT2Detector,maj_p_14,0.0467341542243957,maj,19-char
387,GPT2Detector,maj_p_15,0.0367969274520874,maj,19-char
388,GPT2Detector,maj_p_16,0.0130883455276489,maj,19-char
389,GPT2Detector,maj_p_19,0.1886267662048339,maj,19-char
390,GPT2Detector,maj_p_17,0.0154592394828796,maj,19-char
391,GPT2Detector,maj_p_18,0.1269959211349487,maj,19-char
392,GPT2Detector,maj_p_2,0.1029760837554931,maj,19-char
393,GPT2Detector,maj_p_3,0.0277436971664428,maj,19-char
394,GPT2Detector,maj_p_4,0.0525145530700683,maj,19-char
395,GPT2Detector,maj_p_5,0.0442070364952087,maj,19-char
396,GPT2Detector,maj_p_6,0.0114009380340576,maj,19-char
397,GPT2Detector,maj_p_8,0.3076715469360351,maj,19-char
398,GPT2Detector,maj_p_9,0.0097423791885375,maj,19-char
399,GPT2Detector,maj_p_7,0.0862221121788024,maj,19-char
400,GPT2Detector,punc_p_0,0.0003366470336914,punc,Punctuation
401,GPT2Detector,punc_p_1,0.0002828240394592,punc,Punctuation
402,GPT2Detector,punc_p_10,0.0002062916755676,punc,Punctuation
403,GPT2Detector,punc_p_11,0.0048470497131347,punc,Punctuation
404,GPT2Detector,punc_p_12,0.000204861164093,punc,Punctuation
405,GPT2Detector,punc_p_13,0.0003198385238647,punc,Punctuation
406,GPT2Detector,punc_p_15,0.0012881755828857,punc,Punctuation
407,GPT2Detector,punc_p_16,0.0002935528755187,punc,Punctuation
408,GPT2Detector,punc_p_14,0.0002215504646301,punc,Punctuation
409,GPT2Detector,punc_p_17,0.0002794861793518,punc,Punctuation
